indice_medicamento,nregistro,nombre_medicamento,tipo_imagen,url,fichero,estado,error
791,73690,"CANDESARTAN/HIDROCLOROTIAZIDA SANDOZ 16 mg/12,5 mg COMPRIMIDOS EFG",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/73690/73690_formafarmac.jpg,imagenes/candesartan_hidroclorotiazida_sandoz_16_mg_12_5_mg_comprimid__73690__formafarmac__01572.jpg,descargada,
792,77350,"CANDESARTAN/HIDROCLOROTIAZIDA SANDOZ 32 MG/12,5MG COMPRIMIDOS EFG",materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/77350/77350_materialas.jpg,imagenes/candesartan_hidroclorotiazida_sandoz_32_mg_12_5mg_comprimido__77350__materialas__01573.jpg,descargada,
792,77350,"CANDESARTAN/HIDROCLOROTIAZIDA SANDOZ 32 MG/12,5MG COMPRIMIDOS EFG",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/77350/77350_formafarmac.jpg,imagenes/candesartan_hidroclorotiazida_sandoz_32_mg_12_5mg_comprimido__77350__formafarmac__01574.jpg,descargada,
793,77349,CANDESARTAN/HIDROCLOROTIAZIDA SANDOZ 32 MG/25 MG COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/77349/77349_materialas.jpg,imagenes/candesartan_hidroclorotiazida_sandoz_32_mg_25_mg_comprimidos__77349__materialas__01575.jpg,descargada,
793,77349,CANDESARTAN/HIDROCLOROTIAZIDA SANDOZ 32 MG/25 MG COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/77349/77349_formafarmac.jpg,imagenes/candesartan_hidroclorotiazida_sandoz_32_mg_25_mg_comprimidos__77349__formafarmac__01576.jpg,descargada,
794,74645,"CANDESARTAN/HIDROCLOROTIAZIDA STADA 16/12,5 mg COMPRIMIDOS EFG",materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/74645/74645_materialas.jpg,imagenes/candesartan_hidroclorotiazida_stada_16_12_5_mg_comprimidos_e__74645__materialas__01577.jpg,descargada,
794,74645,"CANDESARTAN/HIDROCLOROTIAZIDA STADA 16/12,5 mg COMPRIMIDOS EFG",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/74645/74645_formafarmac.jpg,imagenes/candesartan_hidroclorotiazida_stada_16_12_5_mg_comprimidos_e__74645__formafarmac__01578.jpg,descargada,
795,77060,CANDESARTAN/HIDROCLOROTIAZIDA STADA 32 mg/12.5 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/77060/77060_materialas.jpg,imagenes/candesartan_hidroclorotiazida_stada_32_mg_12_5_mg_comprimido__77060__materialas__01579.jpg,descargada,
795,77060,CANDESARTAN/HIDROCLOROTIAZIDA STADA 32 mg/12.5 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/77060/77060_formafarmac.jpg,imagenes/candesartan_hidroclorotiazida_stada_32_mg_12_5_mg_comprimido__77060__formafarmac__01580.jpg,descargada,
796,57303,CANESMYCOSPOR 10 mg/g CREMA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/57303/57303_materialas.jpg,imagenes/canesmycospor_10_mg_g_crema__57303__materialas__01581.jpg,descargada,
796,57303,CANESMYCOSPOR 10 mg/g CREMA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/57303/57303_formafarmac.jpg,imagenes/canesmycospor_10_mg_g_crema__57303__formafarmac__01582.jpg,descargada,
797,74651,CANESPIE BIFONAZOL 10 mg/g CREMA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/74651/74651_materialas.jpg,imagenes/canespie_bifonazol_10_mg_g_crema__74651__materialas__01583.jpg,descargada,
797,74651,CANESPIE BIFONAZOL 10 mg/g CREMA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/74651/74651_formafarmac.jpg,imagenes/canespie_bifonazol_10_mg_g_crema__74651__formafarmac__01584.jpg,descargada,
798,57304,CANESPIE BIFONAZOL 10 mg/ml SOLUCION PARA PULVERIZACION CUTANEA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/57304/57304_materialas.jpg,imagenes/canespie_bifonazol_10_mg_ml_solucion_para_pulverizacion_cuta__57304__materialas__01585.jpg,descargada,
798,57304,CANESPIE BIFONAZOL 10 mg/ml SOLUCION PARA PULVERIZACION CUTANEA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/57304/57304_formafarmac.jpg,imagenes/canespie_bifonazol_10_mg_ml_solucion_para_pulverizacion_cuta__57304__formafarmac__01586.jpg,descargada,
799,69680,CANESPIE CLOTRIMAZOL 10 mg/g CREMA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/69680/69680_materialas.jpg,imagenes/canespie_clotrimazol_10_mg_g_crema__69680__materialas__01587.jpg,descargada,
799,69680,CANESPIE CLOTRIMAZOL 10 mg/g CREMA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/69680/69680_formafarmac.jpg,imagenes/canespie_clotrimazol_10_mg_g_crema__69680__formafarmac__01588.jpg,descargada,
800,52626,CANESTEN 10 mg/g CREMA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/52626/52626_materialas.jpg,imagenes/canesten_10_mg_g_crema__52626__materialas__01589.jpg,descargada,
800,52626,CANESTEN 10 mg/g CREMA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/52626/52626_formafarmac.jpg,imagenes/canesten_10_mg_g_crema__52626__formafarmac__01590.jpg,descargada,
801,56826,CANESTEN 10 mg/g POLVO CUTANEO,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/56826/56826_materialas.jpg,imagenes/canesten_10_mg_g_polvo_cutaneo__56826__materialas__01591.jpg,descargada,
801,56826,CANESTEN 10 mg/g POLVO CUTANEO,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/56826/56826_formafarmac.jpg,imagenes/canesten_10_mg_g_polvo_cutaneo__56826__formafarmac__01592.jpg,descargada,
802,52625,CANESTEN 10 mg/ml SOLUCION PARA PULVERIZACION CUTANEA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/52625/52625_materialas.jpg,imagenes/canesten_10_mg_ml_solucion_para_pulverizacion_cutanea__52625__materialas__01593.jpg,descargada,
802,52625,CANESTEN 10 mg/ml SOLUCION PARA PULVERIZACION CUTANEA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/52625/52625_formafarmac.jpg,imagenes/canesten_10_mg_ml_solucion_para_pulverizacion_cutanea__52625__formafarmac__01594.jpg,descargada,
803,84872,CAPECITABINA GLENMARK 500 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/84872/84872_materialas.jpg,imagenes/capecitabina_glenmark_500_mg_comprimidos_recubiertos_con_pel__84872__materialas__01595.jpg,descargada,
803,84872,CAPECITABINA GLENMARK 500 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/84872/84872_formafarmac.jpg,imagenes/capecitabina_glenmark_500_mg_comprimidos_recubiertos_con_pel__84872__formafarmac__01596.jpg,descargada,
804,80071,CAPECITABINA NORMON 150 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/80071/80071_materialas.jpg,imagenes/capecitabina_normon_150_mg_comprimidos_recubiertos_con_pelic__80071__materialas__01597.jpg,descargada,
804,80071,CAPECITABINA NORMON 150 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/80071/80071_formafarmac.jpg,imagenes/capecitabina_normon_150_mg_comprimidos_recubiertos_con_pelic__80071__formafarmac__01598.jpg,descargada,
805,80078,CAPECITABINA NORMON 500 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/80078/80078_materialas.jpg,imagenes/capecitabina_normon_500_mg_comprimidos_recubiertos_con_pelic__80078__materialas__01599.jpg,descargada,
805,80078,CAPECITABINA NORMON 500 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/80078/80078_formafarmac.jpg,imagenes/capecitabina_normon_500_mg_comprimidos_recubiertos_con_pelic__80078__formafarmac__01600.jpg,descargada,
806,63129,CAPTOPRIL / HIDROCLOROTIAZIDA NORMON 50 mg/25 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/63129/63129_materialas.jpg,imagenes/captopril_hidroclorotiazida_normon_50_mg_25_mg_comprimidos_e__63129__materialas__01601.jpg,descargada,
806,63129,CAPTOPRIL / HIDROCLOROTIAZIDA NORMON 50 mg/25 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/63129/63129_formafarmac.jpg,imagenes/captopril_hidroclorotiazida_normon_50_mg_25_mg_comprimidos_e__63129__formafarmac__01602.jpg,descargada,
807,62304,CAPTOPRIL CINFA 25 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/62304/62304_materialas.jpg,imagenes/captopril_cinfa_25_mg_comprimidos_efg__62304__materialas__01603.jpg,descargada,
807,62304,CAPTOPRIL CINFA 25 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/62304/62304_formafarmac.jpg,imagenes/captopril_cinfa_25_mg_comprimidos_efg__62304__formafarmac__01604.jpg,descargada,
808,62305,CAPTOPRIL CINFA 50 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/62305/62305_materialas.jpg,imagenes/captopril_cinfa_50_mg_comprimidos_efg__62305__materialas__01605.jpg,descargada,
808,62305,CAPTOPRIL CINFA 50 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/62305/62305_formafarmac.jpg,imagenes/captopril_cinfa_50_mg_comprimidos_efg__62305__formafarmac__01606.jpg,descargada,
809,61470,CAPTOPRIL NORMON 25 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/61470/61470_materialas.jpg,imagenes/captopril_normon_25_mg_comprimidos_efg__61470__materialas__01607.jpg,descargada,
809,61470,CAPTOPRIL NORMON 25 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/61470/61470_formafarmac.jpg,imagenes/captopril_normon_25_mg_comprimidos_efg__61470__formafarmac__01608.jpg,descargada,
810,61471,CAPTOPRIL NORMON 50 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/61471/61471_materialas.jpg,imagenes/captopril_normon_50_mg_comprimidos_efg__61471__materialas__01609.jpg,descargada,
810,61471,CAPTOPRIL NORMON 50 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/61471/61471_formafarmac.jpg,imagenes/captopril_normon_50_mg_comprimidos_efg__61471__formafarmac__01610.jpg,descargada,
811,68501,CAPTOR SIMPLEX 100 MG CAPSULAS DURAS DE LIBERACION PROLONGADA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/68501/68501_materialas.jpg,imagenes/captor_simplex_100_mg_capsulas_duras_de_liberacion_prolongad__68501__materialas__01611.jpg,descargada,
811,68501,CAPTOR SIMPLEX 100 MG CAPSULAS DURAS DE LIBERACION PROLONGADA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/68501/68501_formafarmac.jpg,imagenes/captor_simplex_100_mg_capsulas_duras_de_liberacion_prolongad__68501__formafarmac__01612.jpg,descargada,
812,68502,CAPTOR SIMPLEX 150 MG CAPSULAS DURAS DE LIBERACION PROLONGADA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/68502/68502_materialas.jpg,imagenes/captor_simplex_150_mg_capsulas_duras_de_liberacion_prolongad__68502__materialas__01613.jpg,descargada,
812,68502,CAPTOR SIMPLEX 150 MG CAPSULAS DURAS DE LIBERACION PROLONGADA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/68502/68502_formafarmac.jpg,imagenes/captor_simplex_150_mg_capsulas_duras_de_liberacion_prolongad__68502__formafarmac__01614.jpg,descargada,
813,68503,CAPTOR SIMPLEX 200 MG CAPSULAS DURAS DE LIBERACION PROLONGADA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/68503/68503_materialas.jpg,imagenes/captor_simplex_200_mg_capsulas_duras_de_liberacion_prolongad__68503__materialas__01615.jpg,descargada,
813,68503,CAPTOR SIMPLEX 200 MG CAPSULAS DURAS DE LIBERACION PROLONGADA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/68503/68503_formafarmac.jpg,imagenes/captor_simplex_200_mg_capsulas_duras_de_liberacion_prolongad__68503__formafarmac__01616.jpg,descargada,
814,68500,CAPTOR SIMPLEX 50 MG CAPSULAS DURAS DE LIBERACION PROLONGADA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/68500/68500_materialas.jpg,imagenes/captor_simplex_50_mg_capsulas_duras_de_liberacion_prolongada__68500__materialas__01617.jpg,descargada,
814,68500,CAPTOR SIMPLEX 50 MG CAPSULAS DURAS DE LIBERACION PROLONGADA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/68500/68500_formafarmac.jpg,imagenes/captor_simplex_50_mg_capsulas_duras_de_liberacion_prolongada__68500__formafarmac__01618.jpg,descargada,
815,75629,"CAPTOR 37,5 MG/325 MG COMPRIMIDOS EFG",materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/75629/75629_materialas.jpg,imagenes/captor_37_5_mg_325_mg_comprimidos_efg__75629__materialas__01619.jpg,descargada,
815,75629,"CAPTOR 37,5 MG/325 MG COMPRIMIDOS EFG",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/75629/75629_formafarmac.jpg,imagenes/captor_37_5_mg_325_mg_comprimidos_efg__75629__formafarmac__01620.jpg,descargada,
816,75630,CAPTOR 75 mg/650 mg COMPRIMIDOS,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/75630/75630_materialas.jpg,imagenes/captor_75_mg_650_mg_comprimidos__75630__materialas__01621.jpg,descargada,
816,75630,CAPTOR 75 mg/650 mg COMPRIMIDOS,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/75630/75630_formafarmac.jpg,imagenes/captor_75_mg_650_mg_comprimidos__75630__formafarmac__01622.jpg,descargada,
817,62620,CARBAMAZEPINA NORMON 200 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/62620/62620_materialas.jpg,imagenes/carbamazepina_normon_200_mg_comprimidos_efg__62620__materialas__01623.jpg,descargada,
817,62620,CARBAMAZEPINA NORMON 200 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/62620/62620_formafarmac.jpg,imagenes/carbamazepina_normon_200_mg_comprimidos_efg__62620__formafarmac__01624.jpg,descargada,
818,62621,CARBAMAZEPINA NORMON 400 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/62621/62621_materialas.jpg,imagenes/carbamazepina_normon_400_mg_comprimidos_efg__62621__materialas__01625.jpg,descargada,
818,62621,CARBAMAZEPINA NORMON 400 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/62621/62621_formafarmac.jpg,imagenes/carbamazepina_normon_400_mg_comprimidos_efg__62621__formafarmac__01626.jpg,descargada,
819,79228,CARBETOCINA GP-PHARM 100 MICROGRAMOS SOLUCION INYECTABLE EN JERINGA PRECARGADA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/79228/79228_materialas.jpg,imagenes/carbetocina_gp_pharm_100_microgramos_solucion_inyectable_en__79228__materialas__01627.jpg,descargada,
819,79228,CARBETOCINA GP-PHARM 100 MICROGRAMOS SOLUCION INYECTABLE EN JERINGA PRECARGADA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/79228/79228_formafarmac.jpg,imagenes/carbetocina_gp_pharm_100_microgramos_solucion_inyectable_en__79228__formafarmac__01628.jpg,descargada,
820,62123,CARBOPLATINO PHARMACIA 10 mg/ml CONCENTRADO PARA SOLUCION PARA PERFUSION EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/62123/62123_materialas.jpg,imagenes/carboplatino_pharmacia_10_mg_ml_concentrado_para_solucion_pa__62123__materialas__01629.jpg,descargada,
820,62123,CARBOPLATINO PHARMACIA 10 mg/ml CONCENTRADO PARA SOLUCION PARA PERFUSION EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/62123/62123_formafarmac.jpg,imagenes/carboplatino_pharmacia_10_mg_ml_concentrado_para_solucion_pa__62123__formafarmac__01630.jpg,descargada,
821,88349,CARBOXIMALTOSA FERRICA SANDOZ 50 MG/ML DISPERSION INYECTABLE Y PARA PERFUSION EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/88349/88349_materialas.jpg,imagenes/carboximaltosa_ferrica_sandoz_50_mg_ml_dispersion_inyectable__88349__materialas__01631.jpg,descargada,
821,88349,CARBOXIMALTOSA FERRICA SANDOZ 50 MG/ML DISPERSION INYECTABLE Y PARA PERFUSION EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/88349/88349_formafarmac.jpg,imagenes/carboximaltosa_ferrica_sandoz_50_mg_ml_dispersion_inyectable__88349__formafarmac__01632.jpg,descargada,
822,62655,CARDURAN NEO 4 mg COMPRIMIDOS DE LIBERACION MODIFICADA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/62655/62655_materialas.jpg,imagenes/carduran_neo_4_mg_comprimidos_de_liberacion_modificada__62655__materialas__01633.jpg,descargada,
822,62655,CARDURAN NEO 4 mg COMPRIMIDOS DE LIBERACION MODIFICADA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/62655/62655_formafarmac.jpg,imagenes/carduran_neo_4_mg_comprimidos_de_liberacion_modificada__62655__formafarmac__01634.jpg,descargada,
823,62656,CARDURAN NEO 8 mg COMPRIMIDOS DE LIBERACION MODIFICADA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/62656/62656_materialas.jpg,imagenes/carduran_neo_8_mg_comprimidos_de_liberacion_modificada__62656__materialas__01635.jpg,descargada,
823,62656,CARDURAN NEO 8 mg COMPRIMIDOS DE LIBERACION MODIFICADA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/62656/62656_formafarmac.jpg,imagenes/carduran_neo_8_mg_comprimidos_de_liberacion_modificada__62656__formafarmac__01636.jpg,descargada,
824,61716,CARDYL 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/61716/61716_materialas.jpg,imagenes/cardyl_10_mg_comprimidos_recubiertos_con_pelicula__61716__materialas__01637.jpg,descargada,
824,61716,CARDYL 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/61716/61716_formafarmac.jpg,imagenes/cardyl_10_mg_comprimidos_recubiertos_con_pelicula__61716__formafarmac__01638.jpg,descargada,
825,61717,CARDYL 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/61717/61717_materialas.jpg,imagenes/cardyl_20_mg_comprimidos_recubiertos_con_pelicula__61717__materialas__01639.jpg,descargada,
825,61717,CARDYL 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/61717/61717_formafarmac.jpg,imagenes/cardyl_20_mg_comprimidos_recubiertos_con_pelicula__61717__formafarmac__01640.jpg,descargada,
826,61718,CARDYL 40 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/61718/61718_materialas.jpg,imagenes/cardyl_40_mg_comprimidos_recubiertos_con_pelicula__61718__materialas__01641.jpg,descargada,
826,61718,CARDYL 40 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/61718/61718_formafarmac.jpg,imagenes/cardyl_40_mg_comprimidos_recubiertos_con_pelicula__61718__formafarmac__01642.jpg,descargada,
827,64571,CARDYL 80 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/64571/64571_materialas.jpg,imagenes/cardyl_80_mg_comprimidos_recubiertos_con_pelicula__64571__materialas__01643.jpg,descargada,
827,64571,CARDYL 80 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/64571/64571_formafarmac.jpg,imagenes/cardyl_80_mg_comprimidos_recubiertos_con_pelicula__64571__formafarmac__01644.jpg,descargada,
828,78502,CARMELOSA STADA 5 MG/ML COLIRIO EN SOLUCION EN ENVASE UNIDOSIS,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/78502/78502_materialas.jpg,imagenes/carmelosa_stada_5_mg_ml_colirio_en_solucion_en_envase_unidos__78502__materialas__01645.jpg,descargada,
828,78502,CARMELOSA STADA 5 MG/ML COLIRIO EN SOLUCION EN ENVASE UNIDOSIS,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/78502/78502_formafarmac.jpg,imagenes/carmelosa_stada_5_mg_ml_colirio_en_solucion_en_envase_unidos__78502__formafarmac__01646.jpg,descargada,
829,89646,CARMUSTINA DR. REDDYS 100 MG POLVO Y DISOLVENTE PARA CONCENTRADO PARA SOLUCION PARA PERFUSION EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/89646/89646_materialas.jpg,imagenes/carmustina_dr_reddys_100_mg_polvo_y_disolvente_para_concentr__89646__materialas__01647.jpg,descargada,
829,89646,CARMUSTINA DR. REDDYS 100 MG POLVO Y DISOLVENTE PARA CONCENTRADO PARA SOLUCION PARA PERFUSION EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/89646/89646_formafarmac.jpg,imagenes/carmustina_dr_reddys_100_mg_polvo_y_disolvente_para_concentr__89646__formafarmac__01648.jpg,descargada,
830,1181278001,CARMUSTINA MEDAC 100 MG POLVO Y DISOLVENTE PARA CONCENTRADO PARA SOLUCION PARA PERFUSION EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/1181278001/1181278001_materialas.jpg,imagenes/carmustina_medac_100_mg_polvo_y_disolvente_para_concentrado__1181278001__materialas__01649.jpg,descargada,
830,1181278001,CARMUSTINA MEDAC 100 MG POLVO Y DISOLVENTE PARA CONCENTRADO PARA SOLUCION PARA PERFUSION EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/1181278001/1181278001_formafarmac.jpg,imagenes/carmustina_medac_100_mg_polvo_y_disolvente_para_concentrado__1181278001__formafarmac__01650.jpg,descargada,
831,68328,CARVEDILOL CINFA 25 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/68328/68328_materialas.jpg,imagenes/carvedilol_cinfa_25_mg_comprimidos_efg__68328__materialas__01651.jpg,descargada,
831,68328,CARVEDILOL CINFA 25 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/68328/68328_formafarmac.jpg,imagenes/carvedilol_cinfa_25_mg_comprimidos_efg__68328__formafarmac__01652.jpg,descargada,
832,68327,"CARVEDILOL CINFA 6,25 mg COMPRIMIDOS EFG",materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/68327/68327_materialas.jpg,imagenes/carvedilol_cinfa_6_25_mg_comprimidos_efg__68327__materialas__01653.jpg,descargada,
832,68327,"CARVEDILOL CINFA 6,25 mg COMPRIMIDOS EFG",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/68327/68327_formafarmac.jpg,imagenes/carvedilol_cinfa_6_25_mg_comprimidos_efg__68327__formafarmac__01654.jpg,descargada,
833,66230,CARVEDILOL SANDOZ 25 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/66230/66230_materialas.jpg,imagenes/carvedilol_sandoz_25_mg_comprimidos_efg__66230__materialas__01655.jpg,descargada,
833,66230,CARVEDILOL SANDOZ 25 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/66230/66230_formafarmac.jpg,imagenes/carvedilol_sandoz_25_mg_comprimidos_efg__66230__formafarmac__01656.jpg,descargada,
834,66046,"CARVEDILOL SANDOZ 6,25 mg COMPRIMIDOS EFG",materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/66046/66046_materialas.jpg,imagenes/carvedilol_sandoz_6_25_mg_comprimidos_efg__66046__materialas__01657.jpg,descargada,
834,66046,"CARVEDILOL SANDOZ 6,25 mg COMPRIMIDOS EFG",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/66046/66046_formafarmac.jpg,imagenes/carvedilol_sandoz_6_25_mg_comprimidos_efg__66046__formafarmac__01658.jpg,descargada,
835,67548,CARVEDILOL TECNIGEN 25 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/67548/67548_materialas.jpg,imagenes/carvedilol_tecnigen_25_mg_comprimidos_efg__67548__materialas__01659.jpg,descargada,
835,67548,CARVEDILOL TECNIGEN 25 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/67548/67548_formafarmac.jpg,imagenes/carvedilol_tecnigen_25_mg_comprimidos_efg__67548__formafarmac__01660.jpg,descargada,
836,67547,"CARVEDILOL TECNIGEN 6,25 mg COMPRIMIDOS EFG",materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/67547/67547_materialas.jpg,imagenes/carvedilol_tecnigen_6_25_mg_comprimidos_efg__67547__materialas__01661.jpg,descargada,
836,67547,"CARVEDILOL TECNIGEN 6,25 mg COMPRIMIDOS EFG",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/67547/67547_formafarmac.jpg,imagenes/carvedilol_tecnigen_6_25_mg_comprimidos_efg__67547__formafarmac__01662.jpg,descargada,
837,34702,CASENFILUS POLVO,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/34702/34702_materialas.jpg,imagenes/casenfilus_polvo__34702__materialas__01663.jpg,descargada,
837,34702,CASENFILUS POLVO,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/34702/34702_formafarmac.jpg,imagenes/casenfilus_polvo__34702__formafarmac__01664.jpg,descargada,
838,65169,CASENGLICOL POLVO PARA SOLUCION ORAL,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/65169/65169_materialas.jpg,imagenes/casenglicol_polvo_para_solucion_oral__65169__materialas__01665.jpg,descargada,
